Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,task switching,Main effect: efficiency index (switch cost),interaction,speed,Not in the Paper,26,34,1,0.7647058823529411,0.23529411764705888,NA,NA,NA,NA,NA,NA
20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,AX CPT,Main effect: efficiency index,main,speed,Paper,26,34,1,0.7647058823529411,0.23529411764705888,NA,NA,NA,NA,NA,NA
20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,N-Back,Main effect: effieciency index,main,speed,Paper,26,34,1,0.7647058823529411,0.23529411764705888,NA,-0.14505421049352704,0.06804864253393665,0.987012987012987,-0.1431703895780267,0.06629262257986475
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,inhibition,inhibition,SART,Main effect : accuracy on NOGO,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.061031608317385924,0.09007794031681762,0.9832402234636871,0.06000873220033476,0.08708387001821861
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,inhibition,inhibition,Stroop,Main effect : compatibility effect : RT incong -  RT cong (lower is better),main,speed,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.012576415376849863,0.0900399967956466,0.9832402234636871,0.01236563746550601,0.08704718768895943
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,problem solving,problem solving,Letter sets,Main effect : number of items solved,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.600963903402259,0.09388041644425031,0.9832402234636871,0.5908918826748468,0.09075995692322641
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,problem solving,problem solving,RAVEN (RAPM),Main effect : total number of correct solutions,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.8559370599462087,0.09783223173570647,0.9832402234636871,0.8415917460923616,0.09458041915811752
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,spatial cognition,spatial cognition,Symmetry span,Main effect : locations recalled,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,1.0235014648835559,0.10118251894878547,0.9832402234636871,1.0063478090475186,0.09781934730369146
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Antisaccade,Main effect : accuracy on anti-saccade trials,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.6265447351507276,0.09421446635863984,0.9832402234636871,0.616043985399598,0.0910829034650987
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,top-down attention,top-down attention,Flanker task,Main effect : compatibility effect : RT incong -  RT cong (lower is better),main,speed,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,-0.07884430055492624,0.09010444634358558,0.9832402234636871,-0.07752288769646379,0.08710949502009634
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Number series,Main effect : number of items solved,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,1.2032075215573645,0.10543946672871558,0.9832402234636871,1.1830420323692523,0.10193479983111306
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,OSPAN,Main effect : letters recalled,main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,0.487959972719112,0.09257134539939453,0.9832402234636871,0.47978187261767435,0.08949439764962532
73,73,73,,NA,NA,NA,Unsworth et al. 2015-EXP1 / extreme groups,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,check if 100% males,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
",NA,Younger adults,Covert,Other,verbal cognition,verbal cognition,Reading span,Main effect : letters recalled (MaxRspanTotal),main,accuracy,NA,18,29,0.9444444444444444,0.06896551724137931,0.8754789272030651,MeanSD + Ttest,-0.16712239068619256,0.09033544070250764,0.9832402234636871,-0.16432145676407758,0.08733281143537582
73,74,74,full sample,NA,NA,NA,Unsworth et al. 2015-EXP2 / extreme groups - reanalysis,"Unsworth, N., Redick, T. S., McMillan, B. D., Hambrick, D. Z., Kane, M. J., & Engle, R. W.",NA,NA,1,NA,published,2015,"""From paper : 5h or more/week, past year; first-person shooter games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;F2>3);1;0) meaning males who play 4h or more/week, past year; first-person shooter games""","""From paper : both no FPS and <1h/week other games
From excel file : B : AVGP; C : NVGP; E : Gender.RESP; F : Shooter; G : Strategy; H : RolePlay; I : SportsAction
SI(ET(E2=1;ET(F2<2;SOMME(G2:I2)<4));1;0) meaning males who play <=1h/week first-person shooter games and less than 4h/week of strategy, role play, sports action games combined
""",NA,Younger adults,Covert,Other,NA,NA,NA,NA,NA,NA,NA,34,232,1,0.1810344827586207,0.8189655172413793,NA,NA,NA,0.9971563981042654,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,perception,speed of processing,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Main effect : RT,main,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Main effect : ratio time/item (= RT / 25 items),main,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x task difficulty : RT,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x task difficulty : ratio time/item,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x background complexity : RT,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x background complexity : ratio time/item,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x task difficulty x background complexity : RT,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
82,822,82,full sample,NA,NA,NA,Caroux 2016,"Caroux, L.",NA,NA,NA,1,unpublished?,2016,"4h or more/week, last 6 months; action games","0h/week, last 6 months; action games",NA,Younger adults,Overt,Other,top-down attention,top-down attention,"Visual search (low / high task difficulty - no feature in common between target and distractors or 1 feature in common between distractor and target : either size or color, low / high background difficulty)",Interaction : Group x task difficulty x background complexity : ratio time/item,interaction,speed,NA,252,252,0.8690476190476191,0.24603174603174602,0.623015873015873,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,1,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,perception,speed of processing,Simple RT,Main effect of Group: RT,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,1,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,perception,speed of processing,Simple RT,Main effect of Group: accuracy,main,accuracy,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,2,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Simple RT,Main effect of Group: RT,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,2,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Simple RT,Main effect of Group: accuracy,main,accuracy,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,4,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: RT,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,4,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: accuracy,main,accuracy,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,5,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: RT,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,5,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,perception,speed of processing,Perceptual Discrimination RT,Main effect of Group: accuracy,main,accuracy,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,7,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: RT,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,7,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: accuracy,main,accuracy,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,8,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: RT,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,8,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,TOVA sustained,Main effect of Group: accuracy,main,accuracy,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,10,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: RT,main,speed,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,10,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: accuracy,main,accuracy,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,11,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: RT,main,speed,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,11,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,inhibition,inhibition,TOVA impulsive,Main effect of Group: accuracy,main,accuracy,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,Attentional Blink,MAGNITUDE (Group x Lag has df >1) - accuracy,interaction,accuracy,Table 2,9,8,0.7777777777777778,0.875,-0.09722222222222221,NA,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,Attentional Blink,MAGNITUDE (Group x Lag has df >1) - accuracy,interaction,accuracy,Table 2,6,7,1,0.8571428571428571,0.1428571428571429,NA,NA,NA,NA,NA,NA
83,831,83,covert only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Covert,NA,top-down attention,top-down attention,MOT,Main effect of Group: accuracy 1-5 dots,main,accuracy,Sent by Email,9,8,0.7777777777777778,0.875,-0.09722222222222221,Ftest,NA,NA,NA,NA,NA
83,832,83,overt only,NA,NA,NA,Dale & Green 2017,"Dale, G., & Green, C. S.",NA,NA,NA,1,NA,2017,"5h or more/week, current year; action games (and no more than 3h/week of any other genre in the current year)","0h/week, current year; action or real-time strategy games (and no more than a total of 3h/week of other games in the current year)",NA,Younger adults,Overt,NA,top-down attention,top-down attention,MOT,Main effect of Group: accuracy 1-5 dots,main,accuracy,Sent by Email,6,7,1,0.8571428571428571,0.1428571428571429,Ftest,NA,NA,NA,NA,NA
