Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var,included
97,97,97,,2,NA,NA,Murphy et al 2012,"Murphy, K., Andrews, G.,  Williams, K.",NA,NA,NA,1,published,2012,min 4 h / week in the past 6 months,no experience,"Typically expert video game players reported playing first person shooter games (e.g., Far Cry, Halo, Counter Strike, Half Life, and Battlefield). In addition some players also reported playing car racing games (e.g. Need for Speed, Gran Turismo), strategy games (e.g., Command and Conquer, Warcraft III), or puzzle games (Tetris, Devil Dice).",Younger adults,Overt,Other,verbal cognition,WM,Verbal Short Term Memory,Main effect of group at Time 1 for Memory Span,main,accuracy,NA,17,14,0.7647058823529411,0.7142857142857143,0.05042016806722682,MeanSD + Ttest,-0.2073195159063631,0.13094534893187887,0.9739130434782609,-0.20191118070880582,0.12420252982998023,included
98,98,98,,NA,NA,NA,"Pavan, Boyce, Ghin, 2016","Pavan, A., Boyce, M., & Ghin, F.",EXCLUDE LACK GENDER DATA / TAKE AVGP vs CTL (NVGP play),"voir si les mesures t'intéressent, et si oui, contacter les auteurs car dans les data de l'article on n'a que les comparaisons entre les 3 groupes, or on ne s'intéresse qu'à la comparaison NVGP et AVGP. Pour les RT, peut-être que les 2 paramètres mu des 2 courbes NVGP et AVGP nous suffisent ?",NA,1,published,2016,"minimum of 3 to 4 days, 2h or more/day and had not played any hours of non-action games, in the past 6 months; action games (e.g., Call of Duty, Battlefield, Fallout, Far Cry, Grand Theft Auto)","2 groups :
NVGP = control group : no video game in the past 6 months
NAVGPs : 2h or more/day and had not played any hours of action games; non-action games (e.g., Sims and FIFA)",NA,No information,Overt,Other,perception,perception,visual motion perception (phase 2),Main effect : Motion coherence threshold (level of coherence required to achieve 79% correct),NA,accuracy,NA,8,8,NA,NA,NA,MeanSD + Ttest,NA,NA,0.9454545454545454,NA,NA,included
98,98,98,,NA,NA,NA,"Pavan, Boyce, Ghin, 2016","Pavan, A., Boyce, M., & Ghin, F.",EXCLUDE LACK GENDER DATA / TAKE AVGP vs CTL (NVGP play),"voir si les mesures t'intéressent, et si oui, contacter les auteurs car dans les data de l'article on n'a que les comparaisons entre les 3 groupes, or on ne s'intéresse qu'à la comparaison NVGP et AVGP. Pour les RT, peut-être que les 2 paramètres mu des 2 courbes NVGP et AVGP nous suffisent ?",NA,1,published,2016,"minimum of 3 to 4 days, 2h or more/day and had not played any hours of non-action games, in the past 6 months; action games (e.g., Call of Duty, Battlefield, Fallout, Far Cry, Grand Theft Auto)","2 groups :
NVGP = control group : no video game in the past 6 months
NAVGPs : 2h or more/day and had not played any hours of action games; non-action games (e.g., Sims and FIFA)",NA,No information,Overt,Other,perception,perception,visual motion perception (phase 2),Main effect : Raw RT (at 79% correct),NA,accuracy,NA,8,8,NA,NA,NA,MeanSD + Ttest,NA,NA,0.9454545454545454,NA,NA,included
98,98,98,,NA,NA,NA,"Pavan, Boyce, Ghin, 2016","Pavan, A., Boyce, M., & Ghin, F.",EXCLUDE LACK GENDER DATA / TAKE AVGP vs CTL (NVGP play),"voir si les mesures t'intéressent, et si oui, contacter les auteurs car dans les data de l'article on n'a que les comparaisons entre les 3 groupes, or on ne s'intéresse qu'à la comparaison NVGP et AVGP. Pour les RT, peut-être que les 2 paramètres mu des 2 courbes NVGP et AVGP nous suffisent ?",NA,1,published,2016,"minimum of 3 to 4 days, 2h or more/day and had not played any hours of non-action games, in the past 6 months; action games (e.g., Call of Duty, Battlefield, Fallout, Far Cry, Grand Theft Auto)","2 groups :
NVGP = control group : no video game in the past 6 months
NAVGPs : 2h or more/day and had not played any hours of action games; non-action games (e.g., Sims and FIFA)",NA,No information,Overt,Other,perception,perception,visual motion perception (phase 3),"Main effect : reaction times at an accuracy level of 79% in motion direction discrimination, parameter mu",NA,speed,NA,8,8,NA,NA,NA,MeanSD + Ttest,NA,NA,NA,NA,NA,included
98,98,98,,NA,NA,NA,"Pavan, Boyce, Ghin, 2016","Pavan, A., Boyce, M., & Ghin, F.",EXCLUDE LACK GENDER DATA / TAKE AVGP vs CTL (NVGP play),"voir si les mesures t'intéressent, et si oui, contacter les auteurs car dans les data de l'article on n'a que les comparaisons entre les 3 groupes, or on ne s'intéresse qu'à la comparaison NVGP et AVGP. Pour les RT, peut-être que les 2 paramètres mu des 2 courbes NVGP et AVGP nous suffisent ?",NA,1,published,2016,"minimum of 3 to 4 days, 2h or more/day and had not played any hours of non-action games, in the past 6 months; action games (e.g., Call of Duty, Battlefield, Fallout, Far Cry, Grand Theft Auto)","2 groups :
NVGP = control group : no video game in the past 6 months
NAVGPs : 2h or more/day and had not played any hours of action games; non-action games (e.g., Sims and FIFA)",NA,No information,Overt,Other,perception,perception,visual motion perception (phase 3),"Main effect : reaction times at an accuracy level of 79% in motion direction discrimination, parameter sigma",NA,speed,NA,8,8,NA,NA,NA,MeanSD + Ttest,NA,NA,NA,NA,NA,included
98,98,98,,NA,NA,NA,"Pavan, Boyce, Ghin, 2016","Pavan, A., Boyce, M., & Ghin, F.",EXCLUDE LACK GENDER DATA / TAKE AVGP vs CTL (NVGP play),"voir si les mesures t'intéressent, et si oui, contacter les auteurs car dans les data de l'article on n'a que les comparaisons entre les 3 groupes, or on ne s'intéresse qu'à la comparaison NVGP et AVGP. Pour les RT, peut-être que les 2 paramètres mu des 2 courbes NVGP et AVGP nous suffisent ?",NA,1,published,2016,"minimum of 3 to 4 days, 2h or more/day and had not played any hours of non-action games, in the past 6 months; action games (e.g., Call of Duty, Battlefield, Fallout, Far Cry, Grand Theft Auto)","2 groups :
NVGP = control group : no video game in the past 6 months
NAVGPs : 2h or more/day and had not played any hours of action games; non-action games (e.g., Sims and FIFA)",NA,No information,Overt,Other,perception,perception,visual motion perception (phase 3),"Main effect : reaction times at an accuracy level of 79% in motion direction discrimination, parameter tau",NA,speed,NA,8,8,NA,NA,NA,MeanSD + Ttest,NA,NA,NA,NA,NA,included
100,100,100,,1,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Sentence reading test,Main effect : number of correct sentences within 3 min,main,accuracy,paper,12,14,0.5833333333333334,0.5,0.08333333333333337,MeanSD + Ttest,0.31786014865298806,0.15670488695616822,0.968421052631579,0.30782245974815686,0.14696400700243856,included
100,100,100,,2,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,problem solving,problem solving,Matrix reasoning (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.5833333333333334,0.5,0.08333333333333337,MeanSD + Ttest,-0.23701263433669725,0.15584219300873595,0.968421052631579,-0.22952802483132786,0.1461549386843148,included
100,100,100,,3,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Digit symbol coding (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.5833333333333334,0.5,0.08333333333333337,MeanSD + Ttest,0.13912035748412957,0.1551341061824146,0.968421052631579,0.13472708303726233,0.14549086700586786,included
100,100,100,,IQ,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Vocabulary (Wechsler),Main effect : accuracy,main,accuracy,paper,12,14,0.5833333333333334,0.5,0.08333333333333337,MeanSD + Ttest,0.35951217701492594,0.1572474625584819,0.968421052631579,0.3481591608986651,0.14747285574459734,included
100,100,100,,5,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,WM,OSPAN,Main effect : accuracy,main,accuracy,paper,12,14,0.5833333333333334,0.5,0.08333333333333337,MeanSD + Ttest,-0.07450793324933158,0.15486866307184874,0.968421052631579,-0.0721550511467211,0.14524192401552663,included
100,100,100,,NA,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,top-down or bottom-up attention or verbal cognition,top-down or bottom-up attention or verbal cognition,AVERAGE OF LDT VST BAS,Main effect : accuracy rate (% correct),NA,accuracy,paper : Résultats rapportés selon l'hémisphère dans lequel est présenté le stimulus (gauche ou droit) et selon la main utilisée pour répondre (gauche ou droite) + Ils ont mis les 3 tâches dans la même ANOVA,14,14,0.5,0.5,0,MeanSD + Ttest,NA,NA,NA,NA,NA,included
100,100,100,,NA,NA,NA,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,top-down or bottom-up attention or verbal cognition,top-down or bottom-up attention or verbal cognition,AVERAGE OF LDT VST BAS,Main effect : RT,NA,speed,paper : Résultats rapportés selon l'hémisphère dans lequel est présenté le stimulus (gauche ou droit) et selon la main utilisée pour répondre (gauche ou droite) + Ils ont mis les 3 tâches dans la même ANOVA,14,14,0.5,0.5,0,MeanSD + Ttest,NA,NA,NA,NA,NA,included
100,100,100,,6,NA,1,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Letter detection task (LDT),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.2702609556826472,0.14416144614583032,0.970873786407767,0.2623892773617934,0.1358859893918657,included
100,100,100,,7,NA,2,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,spatial cognition,spatial cognition,Visuospatial task (VST),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.5054319271030069,0.1474189541595546,0.970873786407767,0.49071060883787077,0.13895650311957264,included
100,100,100,,8,NA,3,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,speed of processing,Baseline task (BAS),Main effect : accuracy rate (% correct),main,accuracy,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.2436372567423168,0.14391712701558787,0.970873786407767,0.23654102596341436,0.13565569517917606,included
100,100,100,,NA,NA,1,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Letter detection task (LDT),Main effect : reaction time (ms),NA,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.40506664642118784,0.14578712478648048,0.970873786407767,0.3932685887584348,0.13741834742810866,included
100,100,100,,NA,NA,2,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,perception,Visuospatial task (VST),Main effect : reaction time (ms),NA,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,-0.12599952755666077,0.14314064073115182,0.970873786407767,-0.12232963840452503,0.13492378238396815,included
100,100,100,,9,NA,3,"Richlan, Schubert, Mayer et al, 2018","Richlan, F., Schubert, J., Mayer, R., Hutzler, F., & Kronbichler, M. ",NA,NA,NA,1,published,2018,"5h or more/week on average, during the last 6 month; action games (most common games played were first- and thirdperson shooters)","no AVG, during the last 6 months (although they could have played other types of video games); action games",NA,Younger adults,Overt,Other,perception,perception,Baseline task (BAS),Main effect : reaction time (ms),main,speed,pdf sent by email,14,14,0.5,0.5,0,MeanSD + Ttest,0.20195802054076603,0.14358548289394185,0.970873786407767,0.1960757480978311,0.13534308878682424,included
102,103,103,male only,MISSING,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: RT,main,speed,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,-0.3055128401247027,0.15155563492468435,0.972972972972973,-0.2972557363375486,0.14347414380013948,included
102,103,103,male only,1,NA,1,Schmidt et al 2020 MALE ONLY,"Schmidt, A., Geringswald, F., Sharifian, F. Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2019?,NA,1,NA,2020,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,main effect: error,main,accuracy,modified R script and data sent by email - CC3,20,10,1,1,0,MeanSD + Ftest,1.6245565320454185,0.19398639876352394,0.972972972972973,1.5806495987468938,0.18364234682069178,included
103,1042,104,male only,1,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,0.826346198373446,0.15382444328723563,0.975609756097561,0.8061914130472644,0.14641231960712492,included
103,1042,104,male only,NA,NA,1,Schmidt et al 2019 EXP1 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,modified R script and data sent by email,23,10,1,1,0,MeanSD + Ftest,-0.131913935169322,0.14374191672247214,0.975609756097561,-0.12869652211641172,0.13681562567278727,included
103,1044,104,male only,MISSING,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,NA,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search time,main,speed,NA,22,11,1,1,0,MeanSD + Ftest,0.18237856777702824,0.1368676051815818,0.975609756097561,0.177930310026369,0.13027255698425394,included
103,1044,104,male only,1,NA,NA,Schmidt et al 2019 EXP2 MALE ONLY,"Schmidt, A., Geringswald, F., Pollmann, S.",ASKED MALE-ONLY DATA,same subjects as in Schmidt et al 2020?,NA,1,NA,2019,LoL players,NA,NA,younger adults,Overt,Other,top-down attention,top-down attention,search task,search accuracy,main,accuracy,NA,22,11,1,1,0,MeanSD + Ftest,-0.3098086343711762,0.13781789984743836,0.975609756097561,-0.30225232621578163,0.1311770611278414,included
105,105,105,,1,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",NA,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,problem solving,problem solving,RAVEN short version,Main effect : accuracy,main,accuracy,"Means/SDs FROM EXCEL (IQ), T from paper",18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,MeanSD + Ftest,0.1566502316895665,0.11145193465400548,0.9777777777777777,0.15316911542979833,0.1065535533284714,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,perception,perception,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : RT,main,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,0.7261520173248763,0.11843467711479148,0.9777777777777777,0.7100153058287679,0.11322939994777101,included
105,105,105,,3,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop-change paradigm (Go/Stop-change delay = 0ms / stop-change delay = 300ms),Main effect : Mean stop signal RT (SSRT),interaction,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,MeanSD,0.08320065804166124,0.11120725485414673,0.9777777777777777,0.08135175452962431,0.10631962735685337,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",Same as Wong et al. 2017 : poster [4P017] page 287 in Perception abstracts 2020,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs on GO trials,main,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs SCD 0,main,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : Mean RTs SCD 300,main,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","The delay between the onset of the GO stimulus and the onset of the STOP signal (i.e., the stop signal delay, SSD) was initially set to 250 ms and then dynamically adjusted using a staircase procedure to yield a 50% probability of successfully inhibiting the GO response. The data reported in this paper are available through https://osf.io/5gtu9/.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Interaction : group x trial type RT,interaction,speed,FROM EXCEL,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.",NA,NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),Main effect : % of error on the GO trials,main,accuracy,EXCEL DOES NOT MATCH PAPER,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Main effect (with additional within factor ""block"") : RT",main,speed,not in excel,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Interaction (with additional within factor ""block"") : group x trial type",interaction,speed,not in excel,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
105,105,105,,NA,NA,NA,"Steenbergen, Sellaro, Stock, Beste, Colzato, 2015","Steenbergen, L., Sellaro, R., Stock, A.K., Beste, C., & Colzato, L.S.","To rule out this possibility, trials were divided into three blocks of 288 trials each. We then re-ran the RTs analysis with the inclusion of the additional within-subjects factor “block”.",NA,NA,1,published,2015,"5h or more/week, over the last year; FPS AVGs (such as Call of Duty, Unreal Tournament, Half-Life 2, and Battlefield 2 and later versions)",<1h/week on average of action games,NA,Younger adults,Overt,Other,inhibition,inhibition,Stop change paradigm (Go/ stop-change delay = 0ms/ stop-change delay = 300ms),"Interaction (with additional within factor ""block"") : group x block",interaction,speed,not in excel,18,18,0.8333333333333334,0.7222222222222222,0.11111111111111116,NA,NA,NA,NA,NA,NA,included
108,108,108,,1,NA,NA,"West et al., 2017 - EXP1","West, G. L., Konishi, K.; Diarra, M, Benady-Chorney, J., Drisdelle, B. L., Dahmani, L., Sodums, D. J., Lepore, F., Jolicoeur, P., & Bohbot, V. D.",NA,NA,NA,1,published,2017,"6h or more/week (average of 19.14h (∓5.95)), previous 6 months; action games (abridged list : first-person shooters such as Fallout 3, Borderlands 2, Counterstrike and Call of Duty and third-person shooter/adventure games such as Grand Theft Auto V, Tomb Raider (2012) and Gears of War)","little or no action game playing (reported playing 0h/week), for at least the previous 6 months, and had never been habitual action VGPs at any point in their lifetime; action games",NA,Younger adults,Overt,Other,spatial cognition,spatial cognition,4/8 maze task,Main effect : VR task with response > spatial learning strategies (% of participants using response strategy),main,accuracy,NA,17,16,0.8823529411764706,0.875,0.007352941176470562,Chi-square,0.8758218551700451,0.13294571004802985,0.975609756097561,0.854460346507361,0.12653964073578092,included
