Included,MaleRatioDiff>20,Paper,SS,SS_overlap,SubSample,keep,missing,RT/accuracy,Study,Authors,comment,todo,Included in Bediou et al 2018,New,Publication_type,Year,VGP_criteria,NVGP_criteria,Game_genre,Age_group,Recruitment,Lab,Cognitive_domain,SubDomain,Task,Measure,Effect,DV_type,Data_source,nExp,nCtl,males_AVGP,males_NVGP,MaleRatioDiff,g_source,Cohen's d,d_var,J,g,g_var
excluded,0,13,13,13,,NA,NA,NA,"Buckley, Codina, Bhardwaj & Pascalis, 2010","Buckley, D., Codina, C., Bhardwaj, P., & Pascalis, O.",EXCLUDE (hours + genre),NA,1,NA,published,2010,Green and Bavelier’s criteria for VGP participants was that they played at least 4 days per week for at least 1 h per day in the 6 months prior to taking part in their study,"The NVGP either never, or rarely, played games and none had played in the 6 months prior to the experiment.",NA,Younger adults,Covert,Other,perception,perception,Goldmann kinetic perimetry,Main effect: peripheral field,main,accuracy,NA,10,10,0.5,0.5,0,NA,NA,NA,NA,NA,NA
included,0,14,14,14,,1,NA,NA,Cain & Mitroff 2011,"Cain, M. S., & Mitroff, S. R.",NA,NA,1,NA,published,2011,Video game players were defined as those who played first-person shooter and/or action-video games at least six hours per week for the prior six months.,Non-video game players were categorized as those who played less than one hour per week of first-person shooter and action-video games for the prior six months.,NA,Younger adults,Covert,Other,top-down attention,top-down attention,Distractor Filtering,Main effect: RT,main,speed,matched gender (page 1189),7,9,1,1,0,Ftest,0.925134053,0.280714286,0.945454545,0.874672195,0.250926092
excluded,0.513784461,15,15,15,,NA,NA,NA,Cain et al 2014-EXP1,"Cain, M. S., Prinzmetal, W., Shimamura, A. P., & Landau, A. N.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2014,The  video  game  player  (VGP)  group reported  expertise  with  FPS  video  games of ≥5  on  a  1-7  scale  and  regular  play  of  FPS games (≥5hr/wk) in  the  last  6  months.,Playing time <2h/week for last 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Anti-cue task (short SOA),Interaction: Group x Target: accuracy,NA,accuracy,NA,19,21,0.894736842,0.380952381,0.513784461,NA,NA,NA,NA,NA,NA
excluded,0.513784461,15,15,15,,NA,NA,NA,Cain et al 2014-EXP1,"Cain, M. S., Prinzmetal, W., Shimamura, A. P., & Landau, A. N.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2014,The  video  game  player  (VGP)  group reported  expertise  with  FPS  video  games of ≥5  on  a  1-7  scale  and  regular  play  of  FPS games (≥5hr/wk) in  the  last  6  months.,Playing time <2h/week for last 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Anti-cue task (short SOA),Interaction: Group x Target: RT,NA,spped,NA,19,21,0.894736842,0.380952381,0.513784461,NA,NA,NA,NA,NA,NA
excluded,0.513784461,15,15,15,,NA,NA,NA,Cain et al 2014-EXP1,"Cain, M. S., Prinzmetal, W., Shimamura, A. P., & Landau, A. N.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2014,The  video  game  player  (VGP)  group reported  expertise  with  FPS  video  games of ≥5  on  a  1-7  scale  and  regular  play  of  FPS games (≥5hr/wk) in  the  last  6  months.,Playing time <2h/week for last 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Anti-cue task (long SOA),Interaction: Group x Target: accuracy,NA,accuracy,NA,19,21,0.894736842,0.380952381,0.513784461,NA,NA,NA,NA,NA,NA
excluded,0.513784461,15,15,15,,NA,NA,NA,Cain et al 2014-EXP1,"Cain, M. S., Prinzmetal, W., Shimamura, A. P., & Landau, A. N.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2014,The  video  game  player  (VGP)  group reported  expertise  with  FPS  video  games of ≥5  on  a  1-7  scale  and  regular  play  of  FPS games (≥5hr/wk) in  the  last  6  months.,Playing time <2h/week for last 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Anti-cue task (long SOA),Interaction: Group x Target: RT,NA,speed,NA,19,21,0.894736842,0.380952381,0.513784461,NA,NA,NA,NA,NA,NA
excluded,0.533444816,15,16,15,,NA,NA,NA,Cain et al 2014-EXP2,"Cain, M. S., Prinzmetal, W., Shimamura, A. P., & Landau, A. N.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2014,The  video  game  player  (VGP)  group reported  expertise  with  FPS  video  games of ≥5  on  a  1-7  scale  and  regular  play  of  FPS games (≥5hr/wk) in  the  last  6  months.,Playing time <2h/week for last 6 months,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Attentional Blink (without task switching component),Interaction: Groupy x Lag: T2 accuracy/T1 correct,NA,accuracy,NA,23,26,0.956521739,0.423076923,0.533444816,NA,NA,NA,NA,NA,NA
excluded,0.46474359,17,17,15,partial overlap,NA,NA,NA,Cain et al. 2009 VSS poster-,"Cain, M. S., Landau, A. N., Prinzmetal, W., Robertson, L. C., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,unpublished,2009,"Video  game  players  (VGPs)  currently  played  3  or  more  hours  per  week  of  rst-person  shooter  (FPS,  e.g., Halo) video games and rated themselves as having a high level of expertise in such games (≥5 out of 7)",NVGP group currently played less than 1 hour per week of FPSs and had low levels of expertise with these  games (≤2 out of 7).,NA,Younger adults,Overt,Other,perception,perception,Illusory Conjunction,Main effect : accuracy (%correct),NA,accuracy,excel file from authors. % males missing : asked by email,20,14,0.923076923,0.458333333,0.46474359,NA,NA,NA,NA,NA,NA
excluded,0.46474359,17,17,15,partial overlap,NA,NA,NA,Cain et al. 2009 VSS poster-,"Cain, M. S., Landau, A. N., Prinzmetal, W., Robertson, L. C., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,unpublished,2009,"Video  game  players  (VGPs)  currently  played  3  or  more  hours  per  week  of  rst-person  shooter  (FPS,  e.g., Halo) video games and rated themselves as having a high level of expertise in such games (≥5 out of 7)",NVGP group currently played less than 1 hour per week of FPSs and had low levels of expertise with these  games (≤2 out of 7).,NA,Younger adults,Overt,Other,perception,perception,Illusory Conjunction,Main effect : realIC,NA,accuracy,excel file from authors. % males missing : asked by email,20,14,0.923076923,0.458333333,0.46474359,NA,NA,NA,NA,NA,NA
excluded,0.619047619,18,18,15,partial overlap,NA,NA,NA,"Cain, Landau & Shimamura 2012-EXP1","Cain, M. S., Landau, A. N., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2012,"VGP group included those who played at least 6 h/week of games, primarily first-person shooting (FPS) or action games, and ranked themselves at least a 5 in FPS or action video game expertise",nVGP group included those who played less than 2 h/week of FPS and action games and ranked themselves a 2 or lower on FPS and action game expertise,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Flanker task,Interaction: Group x Flanker errors,NA,accuracy,Not in the Paper,23,21,1,0.380952381,0.619047619,NA,NA,NA,NA,NA,NA
excluded,0.619047619,18,18,15,partial overlap,NA,NA,NA,"Cain, Landau & Shimamura 2012-EXP1","Cain, M. S., Landau, A. N., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2012,"VGP group included those who played at least 6 h/week of games, primarily first-person shooting (FPS) or action games, and ranked themselves at least a 5 in FPS or action video game expertise",nVGP group included those who played less than 2 h/week of FPS and action games and ranked themselves a 2 or lower on FPS and action game expertise,NA,Younger adults,Overt,Other,multi-tasking,task switching/multi-tasking,Task switching,Interaction: Group x Task History errors (repeated vs. switched),NA,accuracy,Not in the Paper,23,21,1,0.380952381,0.619047619,NA,NA,NA,NA,NA,NA
excluded,0.619047619,18,18,15,,NA,NA,NA,"Cain, Landau & Shimamura 2012-EXP1","Cain, M. S., Landau, A. N., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2012,"VGP group included those who played at least 6 h/week of games, primarily first-person shooting (FPS) or action games, and ranked themselves at least a 5 in FPS or action video game expertise",nVGP group included those who played less than 2 h/week of FPS and action games and ranked themselves a 2 or lower on FPS and action game expertise,NA,Younger adults,Overt,Other,top-down attention,top-down attention,Task switching and flanker task,Interaction: Group x Flanker RT,NA,speed,Not in the Paper,23,21,1,0.380952381,0.619047619,NA,NA,NA,NA,NA,NA
excluded,0.619047619,18,18,15,,NA,NA,NA,"Cain, Landau & Shimamura 2012-EXP1","Cain, M. S., Landau, A. N., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2012,"VGP group included those who played at least 6 h/week of games, primarily first-person shooting (FPS) or action games, and ranked themselves at least a 5 in FPS or action video game expertise",nVGP group included those who played less than 2 h/week of FPS and action games and ranked themselves a 2 or lower on FPS and action game expertise,NA,Younger adults,Overt,Other,multi-tasking,task switching/multi-tasking,Task switching and flanker task,Interaction: Group x Task History RT (repeated vs. switched),NA,speed,Not in the Paper,23,21,1,0.380952381,0.619047619,NA,NA,NA,NA,NA,NA
excluded,0.619047619,19,19,15,,NA,NA,NA,"Cain, Landau & Shimamura 2012-EXP2","Cain, M. S., Landau, A. N., & Shimamura, A. P.",Partial overlap: Cain 2014 & Cain 2012 & Cain 2009,NVGPs < 2h/week of FPS,1,NA,published,2012,"VGP group included those who played at least 6 h/week of games, primarily first-person shooting (FPS) or action games, and ranked themselves at least a 5 in FPS or action video game expertise",nVGP group included those who played less than 2 h/week of FPS and action games and ranked themselves a 2 or lower on FPS and action game expertise,NA,Younger adults,Overt,Other,verbal cognition,verbal cognition,Logical memory (test for non specific effects due to group differences in motivation or intelligence),Recall,NA,accuracy,Paper,21,21,1,0.380952381,0.619047619,NA,NA,NA,NA,NA,NA
excluded,0.235294118,20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,spatial cognition,spatial cognition,Filter task,capacity K,main,accuracy,R CODE + CSV FILES,26,34,1,0.764705882,0.235294118,NA,NA,NA,NA,NA,NA
excluded,0.235294118,20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,task switching,Switch cost: efficiency,interaction,speed,Not in the Paper,26,34,1,0.764705882,0.235294118,NA,NA,NA,NA,NA,NA
excluded,0.235294118,20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,AX CPT,Main effect: efficiency index,main,speed,Paper,26,34,1,0.764705882,0.235294118,NA,NA,NA,NA,NA,NA
excluded,0.235294118,20,20,20,full sample,NA,NA,NA,Cardoso-Leite et al 2016 FULL SAMPLE,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,verbal cognition,verbal cognition,N-Back,Main effect: efficiency index,main,speed,Paper,26,34,1,0.764705882,0.235294118,NA,-0.14505421,0.068048643,0.987012987,-0.14317039,0.066292623
included,0,20,20,20,male only,1,NA,NA,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,spatial cognition,WM,Filter task,capacity K,main,accuracy,R CODE + CSV FILES,26,26,1,1,0,MeanSD,0.202223001,0.07731629,0.984924623,0.199174413,0.075002717
included,0,20,20,20,male only,NA,NA,NA,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,spatial cognition,WM,Filter task,Inverse efficiency,main,speed,R CODE + CSV FILES,26,26,1,1,0,NA,0.299783186,0.077787211,0.984924623,0.295263842,0.075459547
included,0,20,20,20,male only,NA,NA,3,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,task switching,Switch cost Accuracy,interaction,speed,R CODE + CSV FILES,26,26,1,1,0,NA,0.416991507,0.078595018,0.984924623,0.410705203,0.076243181
included,0,20,20,20,male only,NA,NA,3,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,task switching,Switch cost RT,interaction,speed,R CODE + CSV FILES,26,26,1,1,0,NA,0.151730639,0.077144444,0.984924623,0.149443242,0.074836013
included,0,20,20,20,male only,2,NA,NA,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,multi-tasking,multi-tasking,Task switching,Switch cost: efficiency index,interaction,speed,R CODE + CSV FILES,26,26,1,1,0,MeanSD,0.276047576,0.077655791,0.984924623,0.271886055,0.075332059
included,0,20,20,20,male only,NA,NA,1,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,AX CPT,Main effect: accuracy,main,accuracy,R CODE + CSV FILES,26,26,1,1,0,NA,0.266346872,0.077605199,0.984924623,0.262331593,0.07528298
included,0,20,20,20,male only,NA,NA,1,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,AX CPT,Main effect: rt,main,speed,R CODE + CSV FILES,26,26,1,1,0,NA,-0.259971487,0.077572934,0.984924623,-0.256052319,0.075251682
included,0,20,20,20,male only,3,NA,NA,Cardoso-Leite et al 2016 MALE ONLY,"Cardoso-Leite, P., Kludt, R., Vignola, G., Ma, W. J., Green, C. S., & Bavelier, D.",NA,WAITING FOR MALE-ONLY DATA,1,NA,published,2016,"those who played first person shooter or other action games for more than 5 hours per week (and at most 3 hours of Turn-based, role playing or music games) were classified as AVGP","those who played less than 1 hour of first-person shooters, action or sports games and real time strategy games were classified as NVGP.",NA,Younger adults,Overt,Bavelier,top-down attention,top-down attention,AX CPT,Main effect: efficiency index,main,speed,R CODE + CSV FILES,26,26,1,1,0,MeanSD,0.3213707,0.077916145,0.984924623,0.316525915,0.075584623
